FB,AMZN,NFLX,GOOGL,MSFT
0.4674319172700433,-2.5084897706748484,-2.3033370860133324,-0.30382935661034044,-2.1761355614960465
0.787247022452599,-2.371345397071385,-2.199666821261009,0.07274891694209491,-2.0482009615462533
0.7537894422181187,-2.3226812645024153,-2.1845590942368016,0.15995218727865057,-1.80512522164164
1.0017691545442833,-2.146172212234626,-2.070990663503101,0.4587879226536856,-1.459701801777192
1.1424878008246084,-1.9860952047303884,-2.017332184761949,0.5394098140969176,-1.430916516788487
1.1021418952477324,-1.933458489910888,-2.0887031710487243,0.5102049452577867,-1.450106706780957
1.099189755815278,-1.9187418783918868,-2.0050897163112977,0.45570290129744234,-1.5780413067307546
1.092301430472885,-1.7169527572571,-1.882144075700503,0.4949855065669726,-1.4948838167633856
0.2657023893856637,-1.45945719865468,-1.7782133328960392,0.8775281547414876,-1.0087323369541632
0.1692658345921528,-1.4625269213028167,-1.7703989913317935,0.8785564951935687,-1.4085279617972748
0.09152616287085542,-1.5515488780987436,-1.8753716463448238,1.0513176911433455,-0.836020627021937
0.3080163879175102,-1.566716919418943,-1.801656357588775,0.9869435788430134,-0.8488140870169185
0.4546393130627415,-1.555340888428794,-1.7982701429109353,1.1418116509265654,-0.8807977370043657
0.8561302758765358,-1.259834940565638,-1.6128097697861767,1.5667219257268585,-0.3658609722064381
1.2477807739154798,-0.9417575026426623,-1.0212641133727978,1.81372930231696,-0.2731083872428342
0.9722477602197412,-0.9871713406430188,-0.7344777779649896,1.7133632741937523,-0.2986953072327973
1.0637640826258243,-0.8026268379139346,-0.515676214166118,1.936513152295554,-0.13557869229680616
1.3117437949519917,-0.5850376737372762,-0.38804196861677487,2.047985257301242,0.4177384524860616
0.9161571110031063,-0.44392071788328413,-0.12782439452740305,2.025773103536272,0.37296134250363294
1.0283384094363734,-0.26208479396137996,-0.27864118671733906,1.8384094731669247,-0.00444572734826663
1.0057053404542216,-0.14408104392864252,-0.5000475310376264,1.9381584970188837,0.7215831273668274
1.615814156494791,-0.6938322558256054,-0.636277552307639,1.925201407322648,0.48170575246096037
1.3392970963215658,-0.33313984466969054,-0.5748047320022412,0.6420381912147036,-0.31148876722777435
0.45168717363028704,-0.6938322558256054,-0.9178543266726163,-0.5263622304408887,-1.5204707367533443
0.8502259970116268,-0.21676124192126273,-0.6193464789184397,-0.07306975916313412,-0.45541519217129545
0.34541015406193165,-0.45204645430481993,-0.649561932966856,-0.6699185575515393,-1.0055339719554166
-0.5008698165749844,-1.0504617987707523,-1.0262131963634864,-1.6509553488377893,-2.4767818713780656
-0.055096762274375904,-1.148873495431566,-1.0426233136484018,-0.857899192192135,-1.462900166775934
-0.02557536794983398,-0.7278700628358129,-0.8217379254323975,-0.6874003452369365,-1.1590554918951728
-0.3463745196098736,-0.4725413672791358,-0.8134026277638693,-0.6960384050344223,-0.9351699419830294
0.28046308654793606,-0.1426364685648154,-0.612053093458478,-0.3143184292215769,-0.6217301721060287
0.32376113155726643,-0.045940205148548637,-0.24035091305253717,0.06945822749543076,-0.030032647338225228
0.06790904741122245,-0.16394395518128402,-0.2859345721773022,0.15460481692782424,-0.24112473725538708
-0.06493722704922601,0.01355824264913464,-0.2851531380208769,0.3209903020746937,-0.010842457345755143
0.12203160367288404,0.14510488671776375,-0.22029410303763952,0.5299490819377622,-0.40424135219137824
0.22830862324124224,0.16695408909566756,-0.29583273815867966,0.45076686712744846,-0.3274805922214979
0.6514486085596989,0.2993133068064494,-0.09292033554043926,0.8248771235948845,0.4177384524860616
0.8128322308672054,0.49749098953166443,0.12145310137202774,1.1459250127348943,0.8527160923153668
0.47136810317998445,0.4074758871731043,0.02898339286178976,0.6072802839343301,0.4625155624684903
0.16237750924975997,0.41171932730435057,0.04904020287668591,0.32777734905843825,0.3249858675224577
-0.07182555239161885,0.24017600284972293,0.023252875714675728,-0.34084961288529225,0.03073628763792701
-0.004910391922652675,0.30157045581243136,0.30092247929753096,-0.0790341337852091,0.09470358761282578
0.36705917656659687,0.5124784589313832,0.6642893620349435,0.13938537823701014,0.28340712253877554
0.3060482949625396,0.6391496611470916,0.9304979313235722,0.2656655857526845,0.1810594425789366
0.6927785606140615,0.7056001278831991,0.8247438421541171,0.5564802656014777,0.3537711525111628
0.5579641931986452,0.7675362966073428,0.7163849724632464,0.8514083072586046,0.536077957439624
0.8423536251917473,1.0115792471341123,1.0925152797555935,1.4984401197086088,1.2109329721747963
0.7961034407499624,1.1876368696007038,0.828390534884098,1.6031251777305617,1.2844953671459256
0.5126980552343443,1.0954549041964008,0.6872114306233966,1.0679768064670778,0.5296812274421311
0.7400127915333302,1.1209155449838766,0.8349024861876359,1.2526667516610095,0.35057278751241633
0.7075392577763339,1.042547331496183,0.8229204957891253,1.2880416632126268,0.45611883247100177
0.8285769745069617,0.9464830698015927,0.7541542900237658,0.9550650248284717,0.5904501624182833
-0.4044332617814763,0.7049681261615248,0.6246966981094337,0.24859513424811974,0.04352974763290858
-0.8383977583522669,1.0803771488364409,0.7294088750703221,0.16077485964031543,0.12029050760278438
-0.7163759951441553,1.038394177325176,0.7028401137518882,0.12375460336536358,-0.08760321731563094
-1.1591969100123094,0.7048778402012855,0.4480925787574861,-0.7163995459856465,-0.9479634019780064
-1.700422472628942,0.25922634046020965,0.29805722072397395,-1.263476666493285,-1.7827366666504234
-1.6344913586374599,0.8036506807030538,0.8036451199306545,-0.697066745486508,0.32818423252120427
-2.405983796985533,0.2726789485358621,0.29154526942043607,-1.666791791799852,-1.0503110819378454
-2.326276032309265,-0.31986780851451646,-0.09708798437470413,-1.7029893757131414,-1.075898001927804
-1.66106061352955,-0.17613255981358775,0.15244998957686792,-1.0456741587423097,-0.4746053821637655
-2.094041063622857,-0.8564372702165445,-0.23982995694825313,-1.549766648352919,-1.3541557568186111
-2.0231897172439495,-0.6753236339765539,-0.15178837532442133,-1.4253374536509953,-0.9735503219679695
-2.122578411469915,-0.5081140356134117,-0.014516441845843593,-1.1984855499216995,-0.13557869229680616
-1.7053427050163643,-0.13631645134806555,0.11650401838133902,-1.1382247994296917,-0.1195868673030826
-1.9159286511981102,-0.5563267383811853,-0.016860744315116572,-1.6048856965845144,-0.8072353420332319
-1.8440932583417189,-0.5486524317608475,0.011270885316166589,-1.3963382529022808,-0.6345236321010101
-1.144436212850037,-0.2765305475996636,0.22330001975935912,-1.0588369165289617,0.040331382634162055
-1.0184782637319842,-0.3593227731390819,0.3691677289586079,-1.2941212119653294,-0.28590184723781575
-1.2595696507157559,-0.1656593884258308,0.5145144820535726,-1.0425891373860665,0.26421693254630546
-1.1956066296792442,-0.32555582400959193,0.5770292145675355,-1.068297648688117,0.10429868260906082
-1.1651011888772156,-0.2288595605933252,0.4762242083887693,-0.8613955497292154,0.45292046747225523
-0.7882113880005438,0.33389282957809213,1.2128561398449733,-0.1773434810042545,1.0606098172337821
-1.014542077822043,0.5506694201125978,1.1727425198151795,-0.25899371289956297,1.1789493221873446
-0.843317990739692,0.8131307065281796,1.125335514325424,0.030175622225900516,1.0734032772287638
-1.0224144496419225,0.5475094115042239,0.9969198346196572,-0.21929977144920026,0.7183847623680808
-1.065712494651253,0.4605640317937985,0.7604057632751623,-0.291489271185358,0.8303275373241502
-1.6709010783043974,-0.06101796050850867,0.4564278764260144,-1.3438928898460984,0.1170921426040424
-1.6709010783043974,-0.06029567282659305,0.42360764185618377,-1.336694506681524,-0.14197542229429466
-0.246985825383911,0.4614668913961925,0.6377206007165095,-0.9187769469553915,0.48170575246096037
-0.3030764746005432,0.9549699500640833,0.5798944731410925,-1.1626993021892449,0.9806506922651599
-0.4595398645206246,0.8963743618687939,0.5981279367909983,-1.4273941345551575,0.24502674255383539
-0.27650721970845293,1.042005615734748,0.6200080931708863,-0.9714279781019899,0.7183847623680808
-0.05903294818431707,0.9284258777537371,0.6215709614837355,-1.2737600710141053,0.2418283775550934
-0.2607624760686967,0.9500945082111625,0.5780711267761022,-1.2686183687536952,0.4209368174848036
-0.005894438400136567,1.030178154943403,0.7968726905749738,-0.7606181854251753,0.769558602347998
0.12793588253779298,1.2034369126425775,0.9575876487462888,-0.5866229809328964,1.1085852922149575
0.22142029789884662,1.1334652934571372,0.973997766031204,-0.6045161047991261,0.9774523272664178
0.5894536804781577,1.2744016773906488,1.0628207818114612,0.019892217705080296,1.3388675721245893
0.871875019516292,1.2841525610964901,1.0445873181615555,0.35965590307298,1.6491089770028435
1.0155458052290718,1.228446123628857,0.9627972097891188,0.31667127217595314,1.5819433120292028
0.9811041785171019,1.216076947076075,1.016716166582412,0.3828963972900313,1.6874893569877838
0.752805395740632,0.9865700361478303,0.9542014340684492,-0.06402036318481588,1.4604054420768937
0.6425921902623355,1.087329167774865,1.0078599128096013,-0.08006247423729486,1.4060332370982347
0.6976987930014837,1.037491317722784,0.9304979313235722,-0.1382665438251358,1.0957918322199804
0.5914217734331283,0.9707699931059568,0.9034082139008541,-0.37725286488899545,1.153362402197386
0.769534185857875,1.0708971230113171,1.102413445736971,-0.0817078189606246,1.549959662041751
0.7016349789114249,1.0342410231541708,1.097203884694141,-0.26063905762289735,1.517976012054304
1.0066893869317082,1.2189660978037313,1.4384301329995257,-0.04160254132942481,1.8889863519087104
0.911236878615684,1.2298906989926843,1.5574686028281977,-0.052091613940661245,1.7770435769526411
